Word	Part of speech	meaning	source
dula	verb	to mislay , to lose , to mislay	https://en.m.wiktionary.org/wiki/dula
baha	noun	flood	https://en.m.wiktionary.org/wiki/baha
bahoy	noun	witch , sorceress	https://en.m.wiktionary.org/wiki/bahoy
bahoy	verb	to enchant or cast a spell upon someone	https://en.m.wiktionary.org/wiki/bahoy
ipot-ipot	noun	firefly	https://en.m.wiktionary.org/wiki/ipot-ipot
daay	noun	a lump of earth	https://en.m.wiktionary.org/wiki/daay
bagol	noun	( anatomy ) skull Synonym: yubon	https://en.m.wiktionary.org/wiki/bagol
bagol	noun	any skull -like vessel , such as a rough coconut shell cut in half and used for cleaning	https://en.m.wiktionary.org/wiki/bagol
bagol	noun	( figuratively ) brain ; mind Synonym: utok	https://en.m.wiktionary.org/wiki/bagol
pananglitan	noun	an analogy , example , or illustration	https://en.m.wiktionary.org/wiki/pananglitan
bungil	noun	harelip	https://en.m.wiktionary.org/wiki/bungil
barahan	noun	yardstick	https://en.m.wiktionary.org/wiki/barahan
sampal	noun	slap on the face	https://en.m.wiktionary.org/wiki/sampal
amlig	noun	care , caution	https://en.m.wiktionary.org/wiki/amlig
aswang	noun	( folklore , mythology ) aswang ( shapeshifting evil creature in Philippine mythology )	https://en.m.wiktionary.org/wiki/aswang
bahon	verb	to sneeze	https://en.m.wiktionary.org/wiki/bahon
anak	noun	child ( a female or male child, a daughter or son ) Synonym: bata	https://en.m.wiktionary.org/wiki/anak
butok	verb	to make or force an animal to lie down on its side	https://en.m.wiktionary.org/wiki/butok
dotol-dotol	noun	diminutive of dotól : anything resembling a tick	https://en.m.wiktionary.org/wiki/dotol-dotol
abrigo	noun	shawl	https://en.m.wiktionary.org/wiki/abrigo
luhod	verb	to kneel	https://en.m.wiktionary.org/wiki/luhod
madali	adjective	quick , immediate Synonym: madasig	https://en.m.wiktionary.org/wiki/madali
daginit	adjective	( of wind ) gentle , soft , mild , tender , warm	https://en.m.wiktionary.org/wiki/daginit
dalamgohanon	noun	dream , reverie	https://en.m.wiktionary.org/wiki/dalamgohanon
banlas	noun	desert	https://en.m.wiktionary.org/wiki/banlas
tarasak	adjective	thoughtless ; careless	https://en.m.wiktionary.org/wiki/tarasak
tarasak	adjective	happy-go-lucky ; nonchalant	https://en.m.wiktionary.org/wiki/tarasak
pasahi	adjective	extraordinary , exceptional , remarkable	https://en.m.wiktionary.org/wiki/pasahi
pasahi	adjective	uncommon , noteworthy	https://en.m.wiktionary.org/wiki/pasahi
pasahi	noun	passage	https://en.m.wiktionary.org/wiki/pasahi
pasahi	noun	fare or ticket	https://en.m.wiktionary.org/wiki/pasahi
pasahi	noun	passage ( of a book )	https://en.m.wiktionary.org/wiki/pasahi
pasahi	noun	anecdote ( of one's own life )	https://en.m.wiktionary.org/wiki/pasahi
pasahi	verb	the act of being extraordinary , to complete a task in an extraordinary fashion	https://en.m.wiktionary.org/wiki/pasahi
multa	noun	fine ( fee )	https://en.m.wiktionary.org/wiki/multa
multa	verb	to fine	https://en.m.wiktionary.org/wiki/multa
tunok	noun	thorn	https://en.m.wiktionary.org/wiki/tunok
dulogan	noun	stationary	https://en.m.wiktionary.org/wiki/dulogan
luha	noun	tear	https://en.m.wiktionary.org/wiki/luha
bulutangan	noun	holder , rack	https://en.m.wiktionary.org/wiki/bulutangan
baog	adjective	grey , old	https://en.m.wiktionary.org/wiki/baog
aga-aga	adjective	diminutive of ága : every morning	https://en.m.wiktionary.org/wiki/aga-aga
Pototanon	noun	resident or inhabitant of Pototan	https://en.m.wiktionary.org/wiki/Pototanon
Pototanon	adjective	of or pertaining to Pototan	https://en.m.wiktionary.org/wiki/Pototanon
dulonan	noun	border , boundary , demarcation	https://en.m.wiktionary.org/wiki/dulonan
abyog	verb	alternative spelling of ábiog	https://en.m.wiktionary.org/wiki/abyog
balhin	verb	alter , change , transform	https://en.m.wiktionary.org/wiki/balhin
abuela	noun	grandmother	https://en.m.wiktionary.org/wiki/abuela
mumho	noun	fallen crumbs of cooked rice on the floor or table	https://en.m.wiktionary.org/wiki/mumho
binangon	noun	bolo ; machete Synonym: utak	https://en.m.wiktionary.org/wiki/binangon
primo	noun	male cousin ( of any degree of cousinhood )	https://en.m.wiktionary.org/wiki/primo
dulunggan	noun	ear	https://en.m.wiktionary.org/wiki/dulunggan
giwa-os	noun	dearth of food, famine , misery	https://en.m.wiktionary.org/wiki/giwa-os
giyan	verb	desire , inclination , liking for	https://en.m.wiktionary.org/wiki/giyan
huyop	verb	to blow	https://en.m.wiktionary.org/wiki/huyop
abaniko	noun	folding fan Synonyms: kuyab , kuluyab , kuruyab , paypay	https://en.m.wiktionary.org/wiki/abaniko
abaniko	verb	to fan ( cool oneself with a fan )	https://en.m.wiktionary.org/wiki/abaniko
aninipot	noun	firefly	https://en.m.wiktionary.org/wiki/aninipot
alibangbang	noun	butterfly	https://en.m.wiktionary.org/wiki/alibangbang
apok	noun	eczema	https://en.m.wiktionary.org/wiki/apok
espiritu	noun	spirit , soul , ghost Synonym: kalag	https://en.m.wiktionary.org/wiki/espiritu
abian	noun	alternative form of abyan	https://en.m.wiktionary.org/wiki/abian
abian	verb	alternative form of abyan	https://en.m.wiktionary.org/wiki/abian
barandilya	noun	rail , railing	https://en.m.wiktionary.org/wiki/barandilya
pangalikog	noun	a probe	https://en.m.wiktionary.org/wiki/pangalikog
pangalikog	verb	frequentative of kalíkog	https://en.m.wiktionary.org/wiki/pangalikog
dungdung	noun	( idiomatic ) to rain cats and dogs	https://en.m.wiktionary.org/wiki/dungdung
kadang	noun	stilts Nagalakát silá sa kádang . They are walking on stilts .	https://en.m.wiktionary.org/wiki/kadang
buggaitan	adjective	prominent , famous , outstanding , excelling , excellent , surpassing others in skill, the best of its kind	https://en.m.wiktionary.org/wiki/buggaitan
kompanyero	noun	companion , partner , friend	https://en.m.wiktionary.org/wiki/kompanyero
kompanyero	noun	associate	https://en.m.wiktionary.org/wiki/kompanyero
kompanyero	noun	mate , consort	https://en.m.wiktionary.org/wiki/kompanyero
mabalong	verb	to get drunk ; to intoxicate Synonym: mahubog	https://en.m.wiktionary.org/wiki/mabalong
kolintas	noun	rosary	https://en.m.wiktionary.org/wiki/kolintas
tahum	noun	beauty , prettiness , attractiveness	https://en.m.wiktionary.org/wiki/tahum
tahum	adjective	beautiful , pretty , attractive , gorgeous , lovely	https://en.m.wiktionary.org/wiki/tahum
palahubog	noun	drunkard , alcoholic Synonym: palabalong	https://en.m.wiktionary.org/wiki/palahubog
baligya	noun	sale	https://en.m.wiktionary.org/wiki/baligya
baligya	verb	sell	https://en.m.wiktionary.org/wiki/baligya
dimalas	adjective	unlucky ; unfortunate	https://en.m.wiktionary.org/wiki/dimalas
alasoyon	adjective	stately	https://en.m.wiktionary.org/wiki/alasoyon
alasoyon	adjective	explainable	https://en.m.wiktionary.org/wiki/alasoyon
daskon	verb	cram	https://en.m.wiktionary.org/wiki/daskon
sip-onon	noun	sniveler ; sniffler	https://en.m.wiktionary.org/wiki/sip-onon
sip-onon	adjective	having a runny nose ; snot-nosed	https://en.m.wiktionary.org/wiki/sip-onon
embahada	noun	embassy	https://en.m.wiktionary.org/wiki/embahada
batohon	adjective	rocky , rugged , stone , stony	https://en.m.wiktionary.org/wiki/batohon
kabesera	noun	head of the table	https://en.m.wiktionary.org/wiki/kabesera
kabesera	noun	capital Synonym: kapital	https://en.m.wiktionary.org/wiki/kabesera
lungsod	noun	town Synonym: banwa	https://en.m.wiktionary.org/wiki/lungsod
lungsod	noun	anthill	https://en.m.wiktionary.org/wiki/lungsod
padong	noun	cockscomb ; rooster 's comb	https://en.m.wiktionary.org/wiki/padong
dayok	noun	a preparation of salted fish	https://en.m.wiktionary.org/wiki/dayok
bulawan	noun	gold	https://en.m.wiktionary.org/wiki/bulawan
bag-o	adjective	new , fresh Antonym: daan	https://en.m.wiktionary.org/wiki/bag-o
dalag	adjective	coward , yellow-bellied	https://en.m.wiktionary.org/wiki/dalag
agila	noun	eagle	https://en.m.wiktionary.org/wiki/agila
bugkos	noun	bundle , parcel	https://en.m.wiktionary.org/wiki/bugkos
bugkos	verb	to tie	https://en.m.wiktionary.org/wiki/bugkos
kinot	verb	economize	https://en.m.wiktionary.org/wiki/kinot
Bisaya	adjective	Visayan	https://en.m.wiktionary.org/wiki/Bisaya
kabangisan	noun	tyranny	https://en.m.wiktionary.org/wiki/kabangisan
babae	noun	dame , maid , mistress , girl	https://en.m.wiktionary.org/wiki/babae
alunga-og	adjective	( of water ) flat , insipid , stagnant , stale , vapid	https://en.m.wiktionary.org/wiki/alunga-og
alunga-og	adjective	( of work ) insufficient , careless , or negligent	https://en.m.wiktionary.org/wiki/alunga-og
hiphip	noun	bribe	https://en.m.wiktionary.org/wiki/hiphip
hiphip	verb	to bribe Synonyms: buya , liklik	https://en.m.wiktionary.org/wiki/hiphip
anghel	noun	angel	https://en.m.wiktionary.org/wiki/anghel
anghel	noun	young child who dies before the age of reason	https://en.m.wiktionary.org/wiki/anghel
panakot	noun	a spice	https://en.m.wiktionary.org/wiki/panakot
panakot	noun	(archaic) ingredient	https://en.m.wiktionary.org/wiki/panakot
panakot	noun	(archaic) medicine, drug	https://en.m.wiktionary.org/wiki/panakot
batog	noun	egg yolk	https://en.m.wiktionary.org/wiki/batog
lalaki	noun	a man , an adult male	https://en.m.wiktionary.org/wiki/lalaki
garapata	noun	tick	https://en.m.wiktionary.org/wiki/garapata
mabasa	adjective	damp ; moist ; dank ; humid	https://en.m.wiktionary.org/wiki/mabasa
akasya	noun	acacia tree	https://en.m.wiktionary.org/wiki/akasya
propeta	noun	prophet	https://en.m.wiktionary.org/wiki/propeta
Sagaynon	noun	resident or inhabitant of Sagay	https://en.m.wiktionary.org/wiki/Sagaynon
Sagaynon	adjective	of or pertaining to Sagay	https://en.m.wiktionary.org/wiki/Sagaynon
dupla	noun	saliva , spit , spittle	https://en.m.wiktionary.org/wiki/dupla
baka	noun	cow , bull , ox	https://en.m.wiktionary.org/wiki/baka
esensya	noun	essence ; extract , tincture	https://en.m.wiktionary.org/wiki/esensya
esensya	noun	excerpt	https://en.m.wiktionary.org/wiki/esensya
paka	noun	frog	https://en.m.wiktionary.org/wiki/paka
asukar	noun	sugar	https://en.m.wiktionary.org/wiki/asukar
ablang	noun	breadth , width	https://en.m.wiktionary.org/wiki/ablang
ablang	verb	broaden , widen	https://en.m.wiktionary.org/wiki/ablang
abuso	noun	abuse , impropriety	https://en.m.wiktionary.org/wiki/abuso
abuso	verb	to abuse , beguile , cheat , misuse	https://en.m.wiktionary.org/wiki/abuso
buluadan	noun	where animals are bred	https://en.m.wiktionary.org/wiki/buluadan
luta	verb	dislocate	https://en.m.wiktionary.org/wiki/luta
alagaran	noun	work , place of employment	https://en.m.wiktionary.org/wiki/alagaran
maduyug	adjective	attracted	https://en.m.wiktionary.org/wiki/maduyug
maduyug	adjective	biased , prejudiced , predisposed	https://en.m.wiktionary.org/wiki/maduyug
bandehado	noun	platter	https://en.m.wiktionary.org/wiki/bandehado
ulod	noun	worm	https://en.m.wiktionary.org/wiki/ulod
ignorante	adjective	ignorant Synonyms: pakok , urais	https://en.m.wiktionary.org/wiki/ignorante
ignorante	noun	ignoramus Synonyms: pakok , urais	https://en.m.wiktionary.org/wiki/ignorante
bilat	noun	vagina , vulva	https://en.m.wiktionary.org/wiki/bilat
buung	adjective	broken , smashed	https://en.m.wiktionary.org/wiki/buung
buung	verb	to break into fragments , ruin , smash	https://en.m.wiktionary.org/wiki/buung
hagurot	noun	flash	https://en.m.wiktionary.org/wiki/hagurot
gansa	noun	gander , goose	https://en.m.wiktionary.org/wiki/gansa
kahoy	noun	tree	https://en.m.wiktionary.org/wiki/kahoy
bantayan	noun	guard - house , lookout station	https://en.m.wiktionary.org/wiki/bantayan
gago	adjective	ignorant	https://en.m.wiktionary.org/wiki/gago
latok	noun	table Synonym: lamesa	https://en.m.wiktionary.org/wiki/latok
dalum	adjective	( of depth ) deep	https://en.m.wiktionary.org/wiki/dalum
dalum	adjective	( of thoughts ) deep , profound , insightful	https://en.m.wiktionary.org/wiki/dalum
dalum	verb	deepen	https://en.m.wiktionary.org/wiki/dalum
agwanta	verb	bear , tolerate	https://en.m.wiktionary.org/wiki/agwanta
lala	noun	solfeggio	https://en.m.wiktionary.org/wiki/lala
lala	verb	( music ) to sing a lullaby	https://en.m.wiktionary.org/wiki/lala
lala	verb	to strip ; to separate (meat from the bone)	https://en.m.wiktionary.org/wiki/lala
aspalto	noun	asphalt	https://en.m.wiktionary.org/wiki/aspalto
aspalto	verb	to asphalt	https://en.m.wiktionary.org/wiki/aspalto
pigaw	adjective	frail , weak	https://en.m.wiktionary.org/wiki/pigaw
dalakpon	noun	malefactor , outlaw	https://en.m.wiktionary.org/wiki/dalakpon
tikling	noun	crane	https://en.m.wiktionary.org/wiki/tikling
huad	noun	something that is counterfeit or facsimile	https://en.m.wiktionary.org/wiki/huad
utod	noun	sibling	https://en.m.wiktionary.org/wiki/utod
abad	noun	abbot	https://en.m.wiktionary.org/wiki/abad
apo nga babae	noun	granddaughter	https://en.m.wiktionary.org/wiki/apo%20nga%20babae
amidol	noun	starch	https://en.m.wiktionary.org/wiki/amidol
hubug	adjective	alternative spelling of hubog ( “ drunk; intoxicated ” )	https://en.m.wiktionary.org/wiki/hubug
buti	adjective	cracked or split	https://en.m.wiktionary.org/wiki/buti
buti	noun	cataract	https://en.m.wiktionary.org/wiki/buti
buti	verb	frolic or play	https://en.m.wiktionary.org/wiki/buti
abak-abak	verb	diminutive of ábak	https://en.m.wiktionary.org/wiki/abak-abak
abak-abak	verb	frequentative of ábak	https://en.m.wiktionary.org/wiki/abak-abak
dingot	adjective	disgruntled , miserly , stingy	https://en.m.wiktionary.org/wiki/dingot
dingot	verb	the act of being stingy	https://en.m.wiktionary.org/wiki/dingot
bangon	noun	the right and left epigastric artery	https://en.m.wiktionary.org/wiki/bangon
bangon	verb	to rise from a lying position	https://en.m.wiktionary.org/wiki/bangon
arado	verb	plough	https://en.m.wiktionary.org/wiki/arado
pikoy	noun	parrot	https://en.m.wiktionary.org/wiki/pikoy
maidlak	adjective	glittering or sparkling	https://en.m.wiktionary.org/wiki/maidlak
disgrasya	noun	accident , mishap	https://en.m.wiktionary.org/wiki/disgrasya
bitin	noun	snake	https://en.m.wiktionary.org/wiki/bitin
bitin	verb	haul , lift	https://en.m.wiktionary.org/wiki/bitin
bangkaw	noun	lance ; spear	https://en.m.wiktionary.org/wiki/bangkaw
sip-on	noun	wet nasal mucus ; snot	https://en.m.wiktionary.org/wiki/sip-on
sip-on	noun	( pathology ) cold Synonyms: hilanat , kalentura	https://en.m.wiktionary.org/wiki/sip-on
kilat	noun	lightning Synonym: linti	https://en.m.wiktionary.org/wiki/kilat
anila	noun	beehive	https://en.m.wiktionary.org/wiki/anila
anila	verb	supervise , watch	https://en.m.wiktionary.org/wiki/anila
torpe	adjective	slow , dull , or stupid	https://en.m.wiktionary.org/wiki/torpe
torpe	adjective	indecent , lewd	https://en.m.wiktionary.org/wiki/torpe
gipak	adjective	broken	https://en.m.wiktionary.org/wiki/gipak
kadam-an	adjective	many	https://en.m.wiktionary.org/wiki/kadam-an
timbolog	adjective	round , spherical	https://en.m.wiktionary.org/wiki/timbolog
lubi	noun	coconut	https://en.m.wiktionary.org/wiki/lubi
amoy	noun	holy man	https://en.m.wiktionary.org/wiki/amoy
dutan-on	adjective	earthly , worldly	https://en.m.wiktionary.org/wiki/dutan-on
apo nga lalaki	noun	grandson	https://en.m.wiktionary.org/wiki/apo%20nga%20lalaki
gisa	verb	to bake , to fry	https://en.m.wiktionary.org/wiki/gisa
banwahanon	adjective	related to towns , municipalities or their government ; civic	https://en.m.wiktionary.org/wiki/banwahanon
banwahanon	noun	citizen ; person ; public	https://en.m.wiktionary.org/wiki/banwahanon
hikog	verb	to commit suicide	https://en.m.wiktionary.org/wiki/hikog
gatas	noun	milk	https://en.m.wiktionary.org/wiki/gatas
kawit	noun	hook	https://en.m.wiktionary.org/wiki/kawit
pating	noun	dove ; pigeon	https://en.m.wiktionary.org/wiki/pating
samad	noun	wound ; injury ; lesion	https://en.m.wiktionary.org/wiki/samad
samad	adjective	wounded ; hurt ; injured	https://en.m.wiktionary.org/wiki/samad
samad	verb	to wound ; to hurt ; to injure	https://en.m.wiktionary.org/wiki/samad
hamon	noun	ham	https://en.m.wiktionary.org/wiki/hamon
lunangon	adjective	muddy	https://en.m.wiktionary.org/wiki/lunangon
ginharian	noun	domain ; empire ; kingdom ; monarchy ; realm ; sovereignty Synonym: dakhari	https://en.m.wiktionary.org/wiki/ginharian
buk-on	verb	to cut or open	https://en.m.wiktionary.org/wiki/buk-on
daku-daku	adjective	diminutive of daku	https://en.m.wiktionary.org/wiki/daku-daku
dakhari	noun	emperor Synonym: emperador Coordinate term: dakhara	https://en.m.wiktionary.org/wiki/dakhari
barukan	noun	( anatomy ) bladder	https://en.m.wiktionary.org/wiki/barukan
buyot	verb	cling , clutch ,	https://en.m.wiktionary.org/wiki/buyot
buyot	verb	to grasp , grip , or hold fast	https://en.m.wiktionary.org/wiki/buyot
eskultor	noun	sculptor	https://en.m.wiktionary.org/wiki/eskultor
kwarentenas	noun	quarantine	https://en.m.wiktionary.org/wiki/kwarentenas
abaga	noun	( anatomy ) shoulder	https://en.m.wiktionary.org/wiki/abaga
abaga	verb	to shoulder something	https://en.m.wiktionary.org/wiki/abaga
piyansa	noun	( law ) bail	https://en.m.wiktionary.org/wiki/piyansa
piyansa	verb	( law ) to bail ; to post bail	https://en.m.wiktionary.org/wiki/piyansa
beka	noun	scholarship	https://en.m.wiktionary.org/wiki/beka
bungansiso	noun	whale	https://en.m.wiktionary.org/wiki/bungansiso
ganso	noun	hook	https://en.m.wiktionary.org/wiki/ganso
sagupra	adjective	rough	https://en.m.wiktionary.org/wiki/sagupra
asawa sang hari	noun	queen	https://en.m.wiktionary.org/wiki/asawa%20sang%20hari
bisita	noun	guest ; visitor	https://en.m.wiktionary.org/wiki/bisita
bisita	noun	visit Synonym: duaw	https://en.m.wiktionary.org/wiki/bisita
langit	noun	sky , heaven Synonym: ginhanan	https://en.m.wiktionary.org/wiki/langit
abas	noun	a type of bean	https://en.m.wiktionary.org/wiki/abas
halaran	noun	altar	https://en.m.wiktionary.org/wiki/halaran
dakup	verb	to catch , to apprehend , to arrest , to capture	https://en.m.wiktionary.org/wiki/dakup
dinuagan	noun	painting , picture	https://en.m.wiktionary.org/wiki/dinuagan
bululngan	noun	clinic , hospital , medical center	https://en.m.wiktionary.org/wiki/bululngan
ugtu	noun	noon	https://en.m.wiktionary.org/wiki/ugtu
duha-duha	noun	doubt , indecision	https://en.m.wiktionary.org/wiki/duha-duha
duha-duha	verb	to doubt or waver , to be undecided	https://en.m.wiktionary.org/wiki/duha-duha
kalamunding	noun	calamondin	https://en.m.wiktionary.org/wiki/kalamunding
salamwanan	adjective	choosy	https://en.m.wiktionary.org/wiki/salamwanan
barangay	noun	the smallest local government unit in the Philippines , a subdivision of a city or municipality	https://en.m.wiktionary.org/wiki/barangay
ganyat	verb	attract , entice , seduce	https://en.m.wiktionary.org/wiki/ganyat
tanang	adjective	overripe , rotten	https://en.m.wiktionary.org/wiki/tanang
bingaw	adjective	broken	https://en.m.wiktionary.org/wiki/bingaw
bagani	noun	act of heroism	https://en.m.wiktionary.org/wiki/bagani
batid	adjective	proficient , skilled , versed	https://en.m.wiktionary.org/wiki/batid
batid	adjective	experienced	https://en.m.wiktionary.org/wiki/batid
batid	adjective	expert Synonyms: eksperto , sampaton	https://en.m.wiktionary.org/wiki/batid
abaka	noun	Manila hemp , abaca	https://en.m.wiktionary.org/wiki/abaka
butang-butang	noun	calumny , libel , or slander	https://en.m.wiktionary.org/wiki/butang-butang
bunghay	noun	a party or group of people	https://en.m.wiktionary.org/wiki/bunghay
bunghay	noun	troop , division	https://en.m.wiktionary.org/wiki/bunghay
bunghay	noun	sect	https://en.m.wiktionary.org/wiki/bunghay
antipatiko	adjective	repugnant , repulsive	https://en.m.wiktionary.org/wiki/antipatiko
salapi	noun	cash , coin	https://en.m.wiktionary.org/wiki/salapi
salapi	noun	fifty centavos	https://en.m.wiktionary.org/wiki/salapi
bug-at	adjective	heavy ; hefty	https://en.m.wiktionary.org/wiki/bug-at
bug-at	noun	gravity	https://en.m.wiktionary.org/wiki/bug-at
lasi	noun	( anatomy ) gum	https://en.m.wiktionary.org/wiki/lasi
dahog	noun	shoot , tendril	https://en.m.wiktionary.org/wiki/dahog
dahog	verb	to slide or skid ; skidding	https://en.m.wiktionary.org/wiki/dahog
barina	noun	awl , drill	https://en.m.wiktionary.org/wiki/barina
haluk	noun	kiss	https://en.m.wiktionary.org/wiki/haluk
hampangan	noun	toy	https://en.m.wiktionary.org/wiki/hampangan
bukaw	noun	owl	https://en.m.wiktionary.org/wiki/bukaw
bukid	noun	mountain	https://en.m.wiktionary.org/wiki/bukid
bukid	noun	hill Synonym: bakolod	https://en.m.wiktionary.org/wiki/bukid
iyot	noun	( vulgar ) coitus ; sexual intercourse	https://en.m.wiktionary.org/wiki/iyot
iyot	verb	( vulgar ) to have sex ; to screw ; to fuck Synonyms: ayod , ayod-ayod , itot	https://en.m.wiktionary.org/wiki/iyot
toro	noun	bull , ox	https://en.m.wiktionary.org/wiki/toro
dado	noun	a young fish	https://en.m.wiktionary.org/wiki/dado
nipa	noun	nipa palm	https://en.m.wiktionary.org/wiki/nipa
balotanog	adjective	insufficient , unsatisfactory	https://en.m.wiktionary.org/wiki/balotanog
balotanog	adjective	parboiled , underdone , undercooked	https://en.m.wiktionary.org/wiki/balotanog
barit	verb	to sharpen	https://en.m.wiktionary.org/wiki/barit
kasingkasing	noun	heart Synonym: tagiposoon	https://en.m.wiktionary.org/wiki/kasingkasing
tikoy	noun	nian gao ( a Chinese New Year cake made of glutinous rice flour )	https://en.m.wiktionary.org/wiki/tikoy
agwa	noun	water Synonym: tubig	https://en.m.wiktionary.org/wiki/agwa
agwa	noun	perfume , scent Synonym: pahumot	https://en.m.wiktionary.org/wiki/agwa
relihion	noun	religion	https://en.m.wiktionary.org/wiki/relihion
bugal	adjective	arrogant	https://en.m.wiktionary.org/wiki/bugal
dapaw	noun	flea ; tick	https://en.m.wiktionary.org/wiki/dapaw
mamaw	noun	elf ; goblin ; sprite ; fairy ; ghost ; etc. Synonyms: mamamáhoy , tamáo , tumáo , kamâkamâ	https://en.m.wiktionary.org/wiki/mamaw
maganas	adjective	tasteless , insipid Antonym: marabó	https://en.m.wiktionary.org/wiki/maganas
gamay	adjective	little , small Synonym: diyotay	https://en.m.wiktionary.org/wiki/gamay
dosena	noun	dozen year unknown, Cecile Motus, Hiligaynon Lessons , Рипол Классик ( →ISBN ), page 214 Nagapatindug sang taytay ang manga tawu sang Kinahanglan sang enhenyero  kwarenta y singko ka bilug nga kahuy para sa Ang dosena sang bulak tag PO.60.  presyong Pl.15 ang duha ka dosena . Imelda sang apat ka dosena . Mabakal ...	https://en.m.wiktionary.org/wiki/dosena
barnis	noun	lacquer , varnish	https://en.m.wiktionary.org/wiki/barnis
indi	adverb	no ; not Antonym: huo	https://en.m.wiktionary.org/wiki/indi
indi	interjection	no Antonym: huo	https://en.m.wiktionary.org/wiki/indi
pilak	noun	silver	https://en.m.wiktionary.org/wiki/pilak
pilak	verb	to throw	https://en.m.wiktionary.org/wiki/pilak
eklipse	noun	eclipse	https://en.m.wiktionary.org/wiki/eklipse
sagahay	adjective	overflowing	https://en.m.wiktionary.org/wiki/sagahay
basura	noun	garbage , refuse , waste , rubbish , trash Synonym: higko	https://en.m.wiktionary.org/wiki/basura
aginaldo	noun	Christmas present	https://en.m.wiktionary.org/wiki/aginaldo
manoy	noun	( familiar ) eldest brother	https://en.m.wiktionary.org/wiki/manoy
manoy	noun	( familiar ) term of address for the eldest brother : big bro	https://en.m.wiktionary.org/wiki/manoy
arte	noun	art , skill	https://en.m.wiktionary.org/wiki/arte
arte	noun	artifice	https://en.m.wiktionary.org/wiki/arte
sielo	noun	heaven , firmament , sky Synonym: langit	https://en.m.wiktionary.org/wiki/sielo
dungandungan	noun	temple	https://en.m.wiktionary.org/wiki/dungandungan
anhing	adjective	dead , deceased , late	https://en.m.wiktionary.org/wiki/anhing
kwadra	noun	shed	https://en.m.wiktionary.org/wiki/kwadra
tingulan	noun	rainy season ; wet season ; monsoon season Synonym: dagna	https://en.m.wiktionary.org/wiki/tingulan
bunit	noun	( fishing ) : angle , hook	https://en.m.wiktionary.org/wiki/bunit
bunit	verb	( fishing ) : to angle or hook	https://en.m.wiktionary.org/wiki/bunit
apinas	adjective	difficult , scarce , trying	https://en.m.wiktionary.org/wiki/apinas
dagaya	noun	abundance	https://en.m.wiktionary.org/wiki/dagaya
dalisay	adjective	strong	https://en.m.wiktionary.org/wiki/dalisay
adiong	noun	a large ship or ark	https://en.m.wiktionary.org/wiki/adiong
bas-on	verb	to be damp , or wet	https://en.m.wiktionary.org/wiki/bas-on
gesantes	noun	snow pea , sugar snap pea	https://en.m.wiktionary.org/wiki/gesantes
adelpa	noun	oleander	https://en.m.wiktionary.org/wiki/adelpa
ginuo	noun	sir	https://en.m.wiktionary.org/wiki/ginuo
kolera	noun	( pathology ) cholera	https://en.m.wiktionary.org/wiki/kolera
mataas	adjective	elevated , high , lofty , ranking , tall Synonyms: matatáas , matangkad	https://en.m.wiktionary.org/wiki/mataas
abano	noun	a cigar made by machinery	https://en.m.wiktionary.org/wiki/abano
kamatis	noun	tomato	https://en.m.wiktionary.org/wiki/kamatis
mananap	noun	animal Synonym: hayop	https://en.m.wiktionary.org/wiki/mananap
balde	noun	bucket , pail	https://en.m.wiktionary.org/wiki/balde
gasolina	noun	gasoline ( US , Canada ) ; petrol ( Australia , UK )	https://en.m.wiktionary.org/wiki/gasolina
gasolina	verb	to refuel with gasoline / petrol ; to gas up	https://en.m.wiktionary.org/wiki/gasolina
balagon	noun	vine	https://en.m.wiktionary.org/wiki/balagon
tagipusoon	noun	alternative form of tagiposoon	https://en.m.wiktionary.org/wiki/tagipusoon
layi	noun	adultery Synonym: láè	https://en.m.wiktionary.org/wiki/layi
layi	verb	to commit adultery	https://en.m.wiktionary.org/wiki/layi
butang	noun	item , matter , stuff , thing	https://en.m.wiktionary.org/wiki/butang
butang	noun	place	https://en.m.wiktionary.org/wiki/butang
butang	verb	to place an object, usually on a surface	https://en.m.wiktionary.org/wiki/butang
mapiguson	adjective	harsh	https://en.m.wiktionary.org/wiki/mapiguson
dosis	noun	dose , medicine	https://en.m.wiktionary.org/wiki/dosis
atake	noun	attack Synonym: salakay	https://en.m.wiktionary.org/wiki/atake
buling	noun	spot , stain	https://en.m.wiktionary.org/wiki/buling
buling	verb	stain , soil , dirty	https://en.m.wiktionary.org/wiki/buling
ra-ing	adjective	dirty , grimy , soiled . sullied	https://en.m.wiktionary.org/wiki/ra-ing
ra-ing	noun	dirt , grime	https://en.m.wiktionary.org/wiki/ra-ing
atomo	noun	( physics ) atom	https://en.m.wiktionary.org/wiki/atomo
hipos	adjective	silent ; quiet Synonym: humal	https://en.m.wiktionary.org/wiki/hipos
hagna	noun	motion , proposal	https://en.m.wiktionary.org/wiki/hagna
hagna	verb	to propose or intend	https://en.m.wiktionary.org/wiki/hagna
sadsad	verb	to trip ; to skip ; to dance ; to step nimbly or lightly	https://en.m.wiktionary.org/wiki/sadsad
sadsad	verb	to step on; to put one's foot upon	https://en.m.wiktionary.org/wiki/sadsad
sadsad	verb	to be supported by; to be founded by	https://en.m.wiktionary.org/wiki/sadsad
dalamhak	adjective	wayward	https://en.m.wiktionary.org/wiki/dalamhak
banta	noun	opinion	https://en.m.wiktionary.org/wiki/banta
banta	verb	guess , conjecture	https://en.m.wiktionary.org/wiki/banta
