word,POS symbol,POS word,placement,affix,meaning,Example,English Sample,Page
,v,verb,,/-un/,"to be seasick, to be nauseated.",Gindagát akú sang pagsakáy ku sa bapór.,I felt seasick when I rode on the boat.,105
dagáya’,adj,adjective,,,"many, plentiful, teeming, swarming.",,,105
dágdag,n,noun,,,"addition, native term for extra pieces given of items purchased.",May dágdag ini?.,Do you give extra for this?.,105
,v,verb,,"/ma-, -un/","to let fall, to drop, to add something extra to a purchase.",Gindágdag ku ang líbro.,I dropped the book.,105
dagpi’,n,noun,,,"rap, tap, pat.",,,105
,v,verb,,"/mag-, -un/","to rap, to tap, to pat.",Gindágpi’ ku ang lamúk.,I tapped the mosquito.,105
dagsa’,v,verb,,"/mag-, -un/","to transfer, to be washed ashore, to flow with the current.",Gindágsa’ ang káhuy sa báybay.,The tree was washed ashore on the beach.,105
dágta’,n,noun,,,"sap, stain, sticky sap of plants, mark.",,,105
,v,verb,,"/mag-, -an/","to stain, to blot, to mar.",,,105
dagum,n,noun,,,"sewing needle, injection needle.",,,105
dagusu’,v,verb,,/mag-/,"to swarm, to move in a crowd.",Nagdagúsu’ ang mangá táwu sa aksidénte.,The people crowded around the scene of the accident.,105
dagu’ub,n,noun,,,thunder.,,,105
,v,verb,,/mag-/,to thunder.,,,105
dágway,n,noun,,,"facial expression, shape, posture.",,78,105
dahú’,v,verb,,"/mag-, -un/","to receive, to accept, to take form.",Gindahú’ ku ang sulát ni Mr.,de la Cruz. I received the letter from Mr. de la Cruz.,106
dahúm,n,noun,,,"expectations, anticipation.",,,106
,v,verb,,"/mag-, -un/",Walá’ akú nagdahúm nga ma’abút ka.,,I did not expect you to come.,106
dáhun,n,noun,,,leaf.,,,106
da’ígun,n,noun,,,Christmas carol.,,,106
,v,verb,,"/mag-, -an/",to sing Christmas carols.,Nagda’ígun kamí kagáb’i. We sang Christmas carols last night.,,106
dalá,v,verb,,"/mag-, -un/","to bring, to carry, to transmit.",,,106
,n,noun,,,"packages, things being carried, load.",,,106
dalág,adj,adjective,,,yellow.,,,106
dalága,n,noun,,,"unmarried girl, between the age of about fifteen to thirty.",,,106
dalágan,v,verb,,"/mag-, -un/","to run, to dash, to dart, to scamper.",,,106
dalagíta,n,noun,,,young girl between the age of ten years old to about fifteen years old.,,,106
dalámhak,adj,adjective,,,"wayward, disobedient, untoward.",,,106
dálan,n,noun,,,"street, road, path, cleared path.",,,106
dalándan,v,verb,,/mag-/,"to descend quickly, to hurry down the stairs, to slide down the bannister.",Nagdalándan ang báta’ sa hágdan.,The child slid down the stairs. 79,106
,d,deictic,,,,,,107
dálangdálang,v,verb,,/mag-/,"to lose oneself, to lose one’s way.",Nagdálangdálang akú sa dálan.,I lost my way.,107
daláwat,v,verb,,"/mag-, -un/","to buy cereal, especially rice or corn.",Nagdaláwat akú sang bugás.,I bought some rice.,107
dáldal,v,verb,,"/mag-, -un/","to backbite, to spread false malicious talk, to talk against.",Gindáldal ni María si Joséfa.,Maria talked against Josefa.,107
dalí’,adv,adverb,,,"immediately, hurriedly, quickly.",,,107
,adj,adjective,,/ma-/,"quick, immediate.",,,107
,v,verb,,"/mag-, -un/","to be quick, to hurry, to hasten.",Nagdalí’ kamí pára ma’ abután namun ang eroplano.,"We hurried up so we could catch the plane. dalí’ lang adv in a little while, awhile.",107
dalísay,adj,adjective,,,"pure, immaculate, untainted.",,,107
dalú’,v,verb,,"/mag-, -un/","to caress, to fondle.",Gindalú’ ku ang báta’ I caressed the child.,,107
dalúk,adj,adjective,,,"selfish, greedy, glutton.",,,107
dalúdo,v,verb,,/mag-/,"to swell, to rise, to become flooded.",Nagdalúdu ang subá’.,The river flooded the area.,107
dálum,adj,adjective,,/ma-/,deep.,,,107
,v,verb,,/mag-/,"to deepen, to become deep.",,,107
dalúndun,v,verb,,"/magpa-, -pa-…-an/","to carry, to push along, to use water or slimy substance to push an object or food down the throat.",,80,107
damán,n,noun,,,nightmare.,,,108
,v,verb,,/magpa-/,to have a nightmare.,Nagpadáman si Josefína kagáb’i.,Josefina had a nightmare last night.,108
damáng,n,noun,,,spider.,,,108
dámgu,n,noun,,,dream.,,,108
,v,verb,,"/mag-, -un/","to dream, to have a dream.",,,108
dámhag,v,verb,,/mag-/,"to fall headlong, to fall on one’s face.",Nagdámhag ang báta’ sa salúg.,The child fell headlong on the floor.,108
dámpig,v,verb,,"/mag-, -an/","to help, to aid, to side with.",Gindampigán ku si María.,I sided with Maria.,108
dámu’,adj,adjective,,/ma-/,"many, plenty.",,,108
,v,verb,,"/mag-, -an/","to be many, to augment in number, to increase.",,,108
damúg,n,noun,,,"of pigs, food.",,,108
damuhál,adj,adjective,,,"rude, unrefined in social manners.",,,108
dámul,adj,adjective,,/ma-/,"thick, dense, bulky.",,,108
dánlug,v,verb,,/ma-/,"to slide, to slip.",Nadánlug akú.,I slipped.,108
dángat,v,verb,,/-un/,"to reach, to acquire, to get at, to secure, to take hold of.",Gindángat ni Mário ang Lunéta sa lakát.,Mario reached Luneta by walking. 81,108
,d,deictic,,,,,,109
dangúp,v,verb,,/mag-/,"to take refuge, to cover, to shelter, to appeal.",Nagdangúp silá kay Mr. Tórres.,They appealed for aid to Mr. Torres.,109
dapádapá,n,noun,,,sole of the feet.,,,109
dápat,v,verb,,,"to be necessary, to be fit, to apply, to use.",Dápat makúha’ nátun ang eksámin.,It is necessary that we take the examination.,109
dápaw,n,noun,,,chicken flea.,,,109
dapáy,n,noun,,,hawk.,,,109
dapít,adj,adjective,,,near.,,,109
dáplus,v,verb,,/mag-/,"to slide off, to stray.",Nagdáplus ang kutsílyo sa kamút ku.,The knife slid off my hand.,109
dápu’,v,verb,,"/mag-, -an/","to alight, to attack, to gather around as of birds.",Nagdápu’ ang alibángbang sa búlak.,The butterfly alighted on the flower.,109
dapúg,n,noun,,,"stove, fireplace, fire pit.",,,109
dáp’ung,n,noun,,,bonfire.,,,109
,v,verb,,"/mag-, -an/","to build a bonfire, to put on fire.",Nagdáp’ung sila sa íla lagwérta.,They had a bonfire in their yard.,109
dápyus,v,verb,,/mag-/,"to slide, to stray.",Nagdápyus ang ti’íl ku sa lápuk.,My foot slid in the mud.,109
dásig,adv,adverb,,,"quickly, faster.",,,109
,adj,adjective,,/ma-/,"fast, quick.",,,109
,v,verb,,/mag-/,"to do something with speed and promptness, to hasten.",Nagdásig sila.,They hurried. 82,109
dás’il,v,verb,,/-un/,"to injure, to lacerate, to throw against.",Gindás’il si Ana sa higád pagka’aksidénte nilá.,Ana was thrown to the side when they had an accident.,110
dasúk,v,verb,,"/mag-, -un/","to fill, to crowd.",Gindasúk ku ang mangá báyu’ sa maléta.,I filled the bag with clothes.,110
dasú’dasú’,adj,adjective,,,"impulsive, temperamental, risky.",,,110
,v,verb,,/mag-/,"to risk, to rush into without thought of consequences.",Nagdasú’dasú’ si María nga malakát pakádtung Rússia.,Maria rushed into leaving for Russia.,110
dasún,adv,adverb,,,next.,,,110
,adj,adjective,,/ma-/,"later, next, to come after.",,,110
da’úg,n,noun,,,"gain, winnings.",,,110
,v,verb,,/mag-/,"to win, to be superior, to overcome, to overthrow.",,,110
dá’ut,v,verb,,/ma-/,"to injure, to hurt, to harm, to damage.",Nadá’ut ang reputasyón nya sang natabú’.,"Her reputation was damaged after the incident. dáw sa adv seem similar, like.",110
dáya’,n,noun,,,"deceit, trick, dishonesty.",,,110
,adj,adjective,,/ma-/,"cheat, dishonest.",,,110
,v,verb,,"/mag-, -an/","to trick, to cheat, to deceive.",Nagdáya’ si Manuél sa paghámpang sang baráha.,Manuel cheated in the card game.,110
dayán,v,verb,,"/mag-, -un/","to walk or stroll about, to promenade.",,83,110
,d,deictic,,,,,,111
dáyaw,v,verb,,"/mag-, -un/","to praise, to commend, to appreciate, to extol.",Gindáyaw ang ímu trabáho sa eskwelahán.,Your work was commended in school.,111
dayáw,adj,adjective,,/ma-/,"capricious, vain.",,,111
dáyun,v,verb,,"/magpa-, -pa-…-un/","to continue, to come in, to spend some time on.",Nagpadáyun ang Presidénte sa paghámbal.,The President went on speaking.,111
de,pt,particle,,,"of, with.",De motor ang íya barútu.,His canoe is motorized.,111
debóto,adj,adjective,,,"devout, fervent.",,,111
dekolór,adj,adjective,,,"multi-colored, colored.",,,111
dekorá,v,verb,,"/mag-, -an/","to decorate, to put on ornaments.",Nagdekora kamí sang baylíhan.,We decorated the ballroom.,111
de’ílo,n,noun,,,"linen cloth, white linen pair of pants.",,,111
delárgo,n,noun,,,long pants for men.,,,111
demokrásya,n,noun,,,democracy.,,,111
demónyo,n,noun,,,"devil, Satan.",,,111
dentísta,n,noun,,,dentist.,,,111
desgrásya,n,noun,,,"disaster, accident, disgrace.",,,111
,v,verb,,/ma-/,"to have an accident, to have an unfortunate experience.",Nadesgrásya ang bus kahápun.,The bus met an accident yesterday.,111
desisyón,n,noun,,,decision.,,,111
,v,verb,,"/mag-, -un/","to make a decision, to decide.",,84,111
destíno,n,noun,,,"destination, assignment for place of work.",,,112
Desyémbre,n,noun,,,December.,,,112
dí,d,deictic,,,short form of dirí.,,,112
debúhu,n,noun,,,"design, embroidery.",,,112
diksyonáryo,n,noun,,,dictionary.,,,112
díkta,v,verb,,"/mag-, -un/","to dictate, Nagdíkta ang ma’éstra sa kláse.",,The teacher dictated in class.,112
didál,n,noun,,,thimble.,,,112
dídtu,d,deictic,,,over there.,,,112
di’ín,adv,adverb,,,where.,dí’in sadtu pr which of those over there. dí’in siná’ pr which of those. dí’in siní pr which of these.,,112
díla’,n,noun,,,tongue.,,,112
dilántu,v,verb,,/mag-/,"to expand in business, to improve in the family standard of living, to progress.",Nagdilántu ang ákun negósyo.,My business expanded.,112
dílap,v,verb,,"/mag-, -an/","to lick, to lap, to drawl the tongue like a dog.",Gindilápan akú sang idú’.,The dog licked me.,112
díli’,v,verb,,/-un/,"to forbid, to prohibit.",Gindíli’ ang paghabúy sang papél sa eskwelahán.,It was forbidden to throw paper around the school campus. 85,112
,d,deictic,,,,,,113
dimát,v,verb,,/ma-/,"to attract, to draw attention to, to allure.",Nadímat ang turísta sang Lunéta.,The tourist was attracted to Luneta.,113
díngding,n,noun,,,wall of a building.,,,113
dingút,adj,adjective,,,"stingy, miserly, selfish.",,,113
dirá’,d,deictic,,,"there (near the listener, but far from the speaker).",,,113
direktór,n,noun,,,director.,,,113
diri,d,deictic,,,here.,,,113
diskúrso,n,noun,,,"speech, talk.",,,113
,v,verb,,/mag-/,"to give a speech, to talk formally.",,,113
disgústo,v,verb,,"/mag-, -un/","to be disgusted, to have a misunderstanding, to bear ill-feelings.",Nagdisgústo si María kay Ana.,Maria and Ana had a misunderstanding.,113
disimulár,v,verb,,"/mag-, -un/","to overlook, to let pass, to make unnoticeable, to cover up.",Gindisimulár naláng námun kay makahulúya’.,We tried to overlook it because it was shameful.,113
disiplína,n,noun,,,discipline.,,,113
disprás,n,noun,,,masquerade.,,,113
dís’ug,v,verb,,/-un/,"to push, to jostle, to shove.",,,113
diwál,adj,adjective,,,lapping tongue.,,,113
,v,verb,,"/mag-, -an/","to let the tongue hang out like a dog, to stick the tongue out.",Gindiwalán sang báta’ ang ma’estro.,The child stuck his tongue out at the teacher.,113
diwáta’,n,noun,,,"idol, fairy.",,86,113
díyas,n,noun,,,birthday.,,,114
dóble,adj,adjective,,,"double, twin.",,,114
doktór,n,noun,,,doctor.,,,114
Dódong,n,noun,,,young boy from about age one to fifteen.,,,114
Domínggo,n,noun,,,Sunday.,,,114
-dor,na,noun formative,,,noun formative affix.,Kobradór ang íya tátay.,His father is a collector.,114
dormitóryo,n,noun,,,dormitory.,,,114
dós,num,numeral,,,two.,,,114
dóse,num,numeral,,,twelve.,,,114
doséna,n,noun,,,dozen.,,,114
du’ág,n,noun,,,"color, hue.",,,114
dú’aw,v,verb,,"/mag-, -un/","to drop in, to look in, to visit.",Nagdú’aw kamí kay Mariáno sa ospitál.,We visited Mariano in the hospital.,114
duká’,v,verb,,/mag-/,to nod with drowsiness.,Nagduká’ akú sa síni.,I felt drowsy in the movie.,114
dúkduk,v,verb,,"/mag-, -un/","to pound, to grind.",Nagdúkduk silá sang ma’ís.,They ground some corn.,114
dukú’,v,verb,,/mag-/,"to bow, to stoop down.",,,114
dukuménto,n,noun,,,document.,,,114
dukút,v,verb,,"/mag-, -un/","to stick to, to paste on.",,,114
dúda,n,noun,,,"doubt, suspicion.",,87,114
,d,deictic,,,,,,115
,v,verb,,"/mag-, -an/","to doubt, to distrust, to suspect.",Nagdúda akú sa íya.,I doubted her.,115
dúga’,n,noun,,,"sap, juice.",,,115
dúgang,n,noun,,,addition.,,,115
,v,verb,,"/mag-, -an/","to increase, to add, to augment.",Nagdúgang ang trabáho.,The work increased.,115
dúgay,adv,adverb,,,"of time, long.",,,115
,v,verb,,/mag-/,"to tarry, to take a long time.",Nagdúgay kamí sa eskwelahán.,We stayed a long time in school.,115
dugáydugáy,adv,adverb,,,"in a little while, frequently.",,,115
dúgkal,v,verb,,"/mag-, -un/","to thrust, to stick, to stab.",,,115
dúghan,n,noun,,,"bosom, chest.",,,115
dúgmuk,v,verb,,"/mag-, -un/","to crush, to break by pressure.",Gindúgmuk ku ang pildorás.,I crushed the tablet.,115
dugú’,n,noun,,,blood.,,,115
,v,verb,,/mag-/,to bleed.,,,115
dúguk,v,verb,,"/mag-, -an/","to join, to take part in.",Nagdúguk akú sa kasál.,I took part in the wedding procession.,115
dugús,n,noun,,,honey.,,,115
dúgwak,n,noun,,,swan.,,,115
dúhadúha,v,verb,,"/mag-, -un/","to doubt, to hesitate, to waver.",Nagduhádúha akú kun makádtu o indí’.,I wavered on whether to go or not. 88,115
duhá,num,numeral,,,two.,,,116
dúhul,v,verb,,"/mag-, -un/","to give personally, to hand.",Gindúhul sang kartéro ang sulát.,The mailman delivered the letter personally.,116
dúla’,v,verb,,"/ma-, -un/","to lose, to miss, to mislay.",Nadúla’ ang síngsing.,The ring got lost.,116
dúlang,n,noun,,,"mine, mineral mine.",,,116
dúlhug,v,verb,,/mag-/,"to descend down a slope, to slide down an inclined plane or a slope.",Nagdulhug ang báta’.,The child slid down.,116
dúlingdúling,v,verb,,/mag-/,"to walk unsteadily, to stagger, to take irregular steps.",Nagdúlingdúling si Pédro pa’úli’.,Pedro staggered home.,116
dúlug,v,verb,,/mag-/,"to halt, to stop, to stand.",Nagdúlug ang dyip sa baláy.,The jeepney stopped at home.,116
dulúm,adj,adjective,,/ma-/,"dark, dim.",,,116
,v,verb,,/mag-/,"to darken, to get dusky, to become gloomy.",Nagdulúm ang kalibútan pag’abút sang gáb’i.,The world turned dark with the coming of night.,116
dulúnan,n,noun,,,"boundary, border, confine, demarcation.",,,116
dúlung,v,verb,,/magpa-/,"to approach, to come near, to draw near, to go in the direction of.",Nagpadúlung si José sa eskwelahán.,Jose went in the direction of the school.,116
dúl’ung,v,verb,,"/mag-, -un/","to transport, to bring, to deliver, to conduct.",Gindúl’ung ni Juán ang padalá sa íya.,Juan delivered what was sent through him.,116
dulúnggan,n,noun,,,ear.,,89,116
,d,deictic,,,,,,117
dúlut,n,noun,,,"offering, gift.",,,117
,v,verb,,"/mag-, -un/","to make a gift, to make an offering.",Nagdúlut si Cárlos sang búlak sa ákun.,Carlos gave me a flower.,117
dúlsi,n,noun,,,"candy, pastry.",,,117
dumála,v,verb,,"/mag-, -un/","to manage, to lead, to conduct, to direct, to govern, to supervise.",,,117
dúmdum,v,verb,,"/mag-, -un/","to think, to recollect, to remember, to bear in mind, to recall.",Nagdúmdum akú nga mabú’ut si Senén.,I thought Senen was good.,117
dumíli’,v,verb,,"/mag-, -un/","to interdict, to ban, to forbid, to prohibit.",Gindumíli ang paghabúy sang papél.,The throwing of paper was prohibited.,117
dúmug,v,verb,,"/mag-, -un/","to scuffle, to wrestle, to struggle.",,,117
dumulú’ung,n,noun,,,"alien, stranger, foreigner.",,,117
dumút,v,verb,,"/mag-, -an/","to abominate, to detest, to begrudge.",Gindúmtan si Manuél sang mangá táwu.,Manuel was begrudged by the people.,117
dunút,adj,adjective,,,"rotten, spoiled.",,,117
,v,verb,,/ma-/,"to be rotten, to crush.",Nadúnut ang mansánas.,The apple rotted.,117
dúngan,adv,adverb,,,"together, simultaneously.",,,117
,v,verb,,"/mag-, -un/","to be or do together, to be simultaneous.",Nagdúngan silá paghámbal.,They talked at the same time. 90,117
dúngka’,v,verb,,"/mag-, -an/","to land, to arrive as a boat, to dock in port.",Nagdúngka’ ang bapór.,The boat has docked.,118
dúnglay,v,verb,,/mag-/,to incline to the side.,Nagdúnglay ang báta’ sa a bága ku.,The child inclined his head on my shoulder.,118
dungúk,v,verb,,/mag-/,"to look down, to incline one’s head forward, to bend the head.",Nagdungúk akú.,I looked down.,118
dungúg,n,noun,,,"honor, fame, reputation.",,,118
dúpla’,v,verb,,"/mag-, -un/","to spit on, to spit.",Gindúpla’ ku ang bulúng.,I spit the medicine.,118
dúsdus,v,verb,,/mag-/,"to push, to shove, to mix.",Nagdúsdus akú sang kalukálu.,I mixed the fried rice together.,118
dúsmu’,v,verb,,/ma-/,to stumble.,Nadúsmu’ akú pagdalágan.,I stumbled while I was running.,118
dusú’,v,verb,,"/mag-, -un/","to push against, to shove, to thrust.",,,118
dúta’,n,noun,,,"land, soil, earth.",,,118
dú’ug,n,noun,,,"location, site, place.",,,118
dú’ul,n,noun,,,cork.,,,118
dúyan,n,noun,,,"swing, cradle, crib, hammock.",,,118
,v,verb,,"/mag-, -un/","to rock a cradle, to swing.",Nagdúyan akú sang báta.,I rocked the baby.,118
dúyu,adj,adjective,,,"dejected, sad.",,,118
dwénde,n,noun,,,"dwarf, elf, leprechaun.",,91,118
,d,deictic,,,,,,119
dyés,num,numeral,,,ten.,,,119
dyíp,n,noun,,,"jeepney, renovated war surplus jeeps used as public transportation.",,,119
Dyús,n,noun,,,"God, the Almighty.",,,119
dyútay,adj,adjective,,,"tiny, small, little.",,92,119
ebanghélyo,n,noun,,,"gospel, epistle.",,,120
eklípsi,n,noun,,,eclipse.,,,120
eksámin,n,noun,,,"examination, test.",,,120
,v,verb,,"/mag-, -un/",to give or take an examination.,,,120
edád,n,noun,,,age.,,,120
eh,pt,particle,,,"filler which can mean, oh…, no….",,,120
eleksyón,n,noun,,,election.,,,120
,v,verb,,/mag-/,to hold an election.,,,120
elementárya,n,noun,,,elementary.,,,120
embahadór,n,noun,,,ambassador.,,,120
embalsamár,v,verb,,"/mag-, -un/",to embalm.,,,120
empanáda,n,noun,,,native pie of meat baked with pastry crust.,,,120
empleyádo,n,noun,,,employee.,,,120
empýene,n,noun,,,ringworm.,,,120
Enéro,n,noun,,,January.,,,120
enhenyéro,n,noun,,,engineer.,,,120
ensaláda,n,noun,,,salad.,,,120
entabládo,n,noun,,,"platform, stage.",,,120
éntra,v,verb,,"/mag-, -an/","to go in, to enter, to share in, to interfere, to participate.",Nag’éntra akú sa prográma.,I participated in the program. 93,120
entyénde,v,verb,,"/ma-, -an/","to understand, to grasp, to comprehend, to realize.",Na’intyendihán ku ang íya bu’út silingún.,I understood what he wanted to say.,121
Englatéra,n,noun,,,England.,,,121
